title,price,release_year,release_month,rating,required_age,is_multiplayer
"Blacklight: Tango Down",0.99,2010,7,65,0,1
"Sword of the Stars: The Pit",12.99,1970,1,68,0,0
"Buzz Aldrin's Space Program Manager",29.99,2014,10,62,0,1
JUJU,19.99,2014,12,65,0,0
"Woolfe - The Red Hood Diaries",9.99,2015,3,55,0,0
"Silent Storm Gold Edition",9.99,2013,10,83,0,0
"BIT.TRIP FATE",9.99,2013,7,74,0,0
"1979 Revolution: Black Friday",11.99,2016,4,82,0,0
"Son of Nor",19.99,2015,4,54,0,1
"Gods Will Be Watching",9.99,2014,7,64,16,0
"Ori and the Blind Forest",0,2015,3,88,0,0
"F.E.A.R. 2: Project Origin",14.99,2009,2,79,17,1
"Dungeon Siege II",6.99,2005,8,80,0,0
"The Order of the Thorne - The King's Challenge",9.99,2016,1,71,0,0
"M.U.D. TV",9.99,2010,4,53,0,0
Altitude,0,2009,12,79,0,1
"theHunter: Primal",19.99,2015,3,49,0,1
"Titan Quest - Immortal Throne",14.99,2007,7,80,0,0
"X2: The Threat",4.99,2006,7,72,0,0
Journal,9.99,2014,2,59,0,0
"Half Minute Hero: The Second Coming",9.99,2014,4,79,0,1
"Naval Warfare",2.99,2011,5,57,0,1
"Shadow Warrior",39.99,2013,9,73,18,0
"Hero Academy",4.99,2012,8,75,0,1
"Toki Tori",4.99,2010,1,80,0,0
"The Walking Dead",24.99,2012,4,82,17,0
"Arma 2",12.99,2009,6,77,17,1
"Drox Operative",19.99,2014,2,74,0,1
CreaVures,4.99,2011,2,55,0,0
"Anno 2205™",59.99,2015,11,72,0,0
"Tomb Raider: Legend",6.99,2007,3,82,0,0
"Driver San Francisco",19.99,2011,9,80,0,1
"Assassin’s Creed® Rogue",29.99,2015,3,74,17,0
"Zuma's Revenge!",4.99,2009,9,78,0,0
"Dementium II HD",4.99,2013,12,37,17,0
"Resident Evil Revelations / Biohazard Revelations",29.99,2013,5,77,17,0
"LEGO® Jurassic World",39.99,2015,6,72,0,0
"Men of War™",4.99,2009,5,80,0,1
WildStar,0,2016,5,82,0,1
"American Conquest: Fight Back",4.99,2011,8,66,0,0
"The Marvellous Miss Take",19.99,2014,11,69,0,0
"Special Forces: Team X",9.99,2013,2,48,18,1
"Terrian Saga: KR-17",4.99,2014,7,83,0,0
"Tom Clancy's Ghost Recon®",9.99,2008,7,80,17,0
Lucidity™,5.99,2009,10,59,0,0
"The Next Penelope",12.99,2015,5,82,0,1
SMITE,0,2015,9,83,0,1
Osmos,9.99,2009,8,80,0,0
"Fair Strike",3.99,2015,4,56,0,0
Cogs,9.99,2009,4,73,0,0
" Fieldrunners 2",9.99,2013,1,73,0,0
"Eador: Masters of the Broken World",19.99,2013,4,74,0,1
FlatOut,7.49,2007,2,72,0,1
"Legacy of Kain: Defiance",6.99,2012,12,70,17,0
"X Rebirth",29.99,2013,11,33,0,0
"Cossacks II: Battle for Europe",4.99,2011,8,69,0,1
"Air Conflicts: Secret Wars",7.99,2011,9,65,0,1
TRISTOY,6.99,2015,1,49,0,0
"Spacebase DF-9",9.99,2014,10,49,0,0
"Thief™ Gold",6.99,2012,5,92,17,0
MotoGP™14,29.99,2014,6,76,0,1
"RISK™: Factions",9.99,2011,3,77,0,1
"Tunnel Rats",19.99,2009,5,30,0,0
"Urban Trial Freestyle",6.99,2013,9,58,0,0
"Giana Sisters: Twisted Dreams",14.99,2012,10,77,0,1
"Codename: Panzers, Phase Two",14.99,2016,2,80,0,1
"EVE Online",19.99,2010,12,88,0,1
"Shadow Puppeteer",14.99,2014,9,57,0,0
"MoonBase Commander",5.99,2014,2,77,0,1
"Trials Evolution: Gold Edition",19.99,2013,3,85,0,1
"Insanely Twisted Shadow Planet",14.99,2012,4,76,0,1
Undertale,9.99,2015,9,92,0,0
"Assassin's Creed 2 Deluxe Edition",19.99,2010,3,86,17,0
"Killing Floor",19.99,2009,5,72,17,1
"FlatOut: Ultimate Carnage",19.99,2008,8,79,0,1
"Master Reboot",14.99,2013,10,59,0,0
"From Dust",14.99,2011,8,76,0,0
"TRI: Of Friendship and Madness",14.99,2014,10,74,0,0
"SpellForce - Platinum Edition",9.99,2009,11,74,0,0
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,2007,8,86,17,1
"Audiosurf 2",14.99,2015,5,76,0,0
"Montague's Mount",9.99,2013,11,39,0,0
"Skulls of the Shogun",9.99,2013,7,72,0,1
"Tales of Monkey Island Complete Pack",19.99,2009,7,79,0,0
"The Bureau: XCOM Declassified",19.99,2013,8,66,17,0
"Chroma Squad",14.99,2015,4,75,0,0
"Dead Rising 2: Off the Record",19.99,2011,10,66,17,0
"Lucius II",19.99,2015,2,48,0,0
"Beyond Eyes",14.99,2015,8,60,0,0
Depth,24.99,2014,11,65,0,1
"Wings of Prey",9.99,2010,1,78,0,0
"Battlefield: Bad Company 2 Vietnam",14.99,2010,12,86,17,1
Obscure,6.99,2014,3,63,0,0
"Death Track®: Resurrection",2.99,2009,5,53,0,0
"Gothic® 3",9.99,2009,12,63,0,0
"Heroes of Might & Magic V: Hammers of Fate",9.99,2008,10,66,0,0
"Tactical Intervention",0,2013,10,47,0,1
"Armed and Dangerous®",5.99,2009,7,78,0,0
ArcheAge,0,2015,3,80,17,1
"Rock of Ages",9.99,2011,9,74,0,1
Redshirt,9.99,2013,11,62,0,0
"Chantelise - A Tale of Two Sisters",9.99,2011,7,62,0,0
"Hitman GO: Definitive Edition",7.99,2016,2,73,10,0
Shank,9.99,2010,10,67,17,0
"Dear Esther",9.99,2012,2,75,0,0
"Alpha Prime",4.99,2007,11,59,17,0
"The Showdown Effect",9.99,2013,3,67,0,1
"Alter Ego",9.99,2010,8,59,0,0
"Sins of a Solar Empire®: Rebellion",39.99,2012,6,82,0,1
"Call of Duty®: Black Ops",39.99,2010,11,81,17,1
Inquisitor,9.99,2013,8,64,18,0
"Tropico 4: Steam Special Edition",14.99,2011,9,78,0,0
"Ninja Blade",9.99,2009,11,61,0,0
"Call of Duty®",19.99,2006,10,91,0,1
"Two Worlds II",19.99,2011,2,76,17,1
"Greed Corp",9.99,2010,12,76,0,1
Multiwinia,9.99,2008,9,76,0,1
"Talisman: Digital Edition",14.99,2014,2,51,0,1
realMYST,5.99,2010,8,66,0,0
"The Incredible Adventures of Van Helsing: Final Cut",44.99,2015,11,79,0,1
"Fray: Reloaded Edition",0,2012,6,27,0,1
"Thirty Flights of Loving",4.99,2012,8,88,0,0
"The Sims™ 3",19.99,2011,1,86,0,0
"Lost Horizon",9.99,2010,9,77,0,0
Hektor,9.99,2015,3,55,0,0
"I Can't Escape: Darkness",11.99,2015,9,40,0,0
"Disciples III - Renaissance Steam Special Edition",19.99,2010,7,56,0,1
"Marvel Heroes 2016",0,2013,6,81,0,0
"Call of Duty®: Advanced Warfare - Gold Edition",59.99,2014,11,78,17,1
"Uncanny Valley",9.99,2015,4,67,0,0
Driftmoon,14.99,2014,1,73,0,0
"Call of Juarez®: The Cartel",9.99,2011,9,51,0,1
"Deus Ex: Game of the Year Edition",6.99,2007,3,90,0,1
Gunpowder,6.99,2015,7,76,0,0
"The Binding of Isaac",4.99,2011,9,84,0,0
Gunpoint,9.99,2013,6,83,0,0
"Good Robot",9.99,2016,4,69,0,0
"Valhalla Hills",29.99,2015,12,69,0,0
"Lumino City",19.99,2014,12,70,0,0
"Strong Bad's Cool Game for Attractive People: Season 1",19.99,2008,12,82,0,0
"Nancy Drew®: Danger by Design",6.99,2009,10,70,0,0
"Concrete Jungle",12.99,2015,9,76,0,0
DeathSpank,14.99,2010,10,77,0,0
"Men of War: Assault Squad",9.99,2011,2,77,0,1
"AquaNox 2: Revelation",4.99,2010,4,59,0,0
"Duels of the Planeswalkers Gold Deck Bundle",9.99,2011,5,69,0,0
Retrovirus,9.99,2013,1,70,0,1
"Mini Ninjas",9.99,2009,9,74,0,0
"Halo: Spartan Assault",4.99,2014,4,70,0,0
"The Age of Decadence",29.99,2015,10,81,0,0
"Baldur's Gate II: Enhanced Edition",19.99,2013,11,78,0,1
"Marc Eck?'s Getting Up: Contents Under Pressure",14.99,2013,12,69,0,0
"Rhiannon: Curse of the Four Branches",5.99,2014,5,67,0,0
Apotheon,14.99,2015,2,78,0,0
"Lethal League",13.99,2014,8,82,0,1
"Arma 3",39.99,2013,9,74,17,1
"Sid Meier's Civilization® V",29.99,2010,9,90,0,1
"Dragon's Dogma: Dark Arisen",29.99,2016,1,81,17,0
"Out of the Park Baseball 17",39.99,2016,3,93,0,1
Clutch,9.99,2009,7,51,0,0
"DiRT Rally",59.99,2015,12,86,0,1
"Age of Empires II HD",19.99,2013,4,68,0,1
"Rising Storm Game of the Year Edition",19.99,2013,5,82,0,1
"Painkiller Overdose",4.99,2007,10,65,17,1
"Command & Conquer: Red Alert 3",19.99,2009,1,82,0,0
"Kohan II: Kings of War",9.99,2011,8,81,13,1
"Cossacks: Back to War",4.99,2010,9,60,0,1
Haunted,14.99,2014,8,76,0,0
"Bulb Boy",9.99,2015,10,84,0,0
"Mad Max",59.99,2015,9,73,17,0
SKYHILL,14.99,2015,10,63,0,0
Manhunt,9.99,2008,1,75,17,0
"Darkest Dungeon",24.99,2016,1,84,0,0
"GoD Factory: Wingmen",19.99,2014,8,76,0,1
Rocksmith™,29.99,2012,10,78,0,0
"Battlestations Pacific",8.99,2009,5,74,0,1
Slain!,12.99,2016,3,41,0,0
"Nemesis of the Roman Empire",9.99,2016,1,74,0,0
"Fallen Enchantress: Legendary Heroes",24.99,2013,5,80,0,0
"Hitman 2: Silent Assassin",6.99,2007,3,87,0,0
"Codename: Panzers, Phase One",14.99,2016,2,81,0,1
NBA2K13,29.99,2012,10,90,0,0
"The Collider 2",9.99,2016,4,71,0,0
"Binary Domain",14.99,2012,4,68,0,1
"Puzzle Quest 2",9.99,2010,8,83,0,1
"Block N Load",0,2015,4,72,0,1
Borderlands,19.99,2009,10,81,17,1
"Pathologic Classic HD",12.99,2015,10,76,0,0
"TrackMania² Canyon",19.99,2013,2,81,0,1
"Thea: The Awakening",19.99,2015,11,73,0,0
Ryzom,0,2016,5,64,0,1
"Oceanhorn: Monster of Uncharted Seas",14.99,2015,3,73,0,0
"Toy Soldiers",9.99,2012,4,71,0,0
"Frozen Cortex",24.99,2015,2,79,0,1
"Kohan: Immortal Sovereigns",9.99,2011,8,87,0,1
"Europa Universalis IV",39.99,2013,8,87,0,1
"Basketball Pro Management 2015",19.99,2014,11,69,0,0
"Borderlands: The Pre-Sequel",39.99,2014,10,75,17,0
Rochard,9.99,2011,11,81,0,0
Teslagrad,9.99,2013,12,77,0,0
CALENDULA,6.99,2016,2,70,0,0
"Where is my Heart?",7.99,2014,5,74,0,0
"Legend of Grimrock",14.99,2012,4,82,0,0
"Guns of Icarus Online",9.99,2012,10,64,0,1
Storm,9.99,2013,6,63,0,0
"Punch Club",9.99,2016,1,73,0,0
"Quest for Infamy",9.99,2014,7,63,0,0
"Act of War: Direct Action",2.99,2008,3,82,0,1
"Ground Control II: Operation Exodus",4.99,2015,7,80,0,1
"Sniper Elite V2",29.99,2012,4,66,0,1
"Gumboy - Crazy Adventures™",4.99,2006,12,69,0,0
"Defenders of Time",0,2014,11,55,0,1
"Bionic Commando",9.99,2009,7,69,17,1
"Monday Night Combat",4.99,2011,1,82,0,1
"Victoria II",19.99,2010,8,75,0,1
"Dragons and Titans",0,2014,3,43,0,1
"PixelJunk™ Shooter",8.99,2013,11,73,0,0
"10 Second Ninja",9.99,2014,3,72,0,0
Epanalepsis,6.99,2015,5,48,0,0
"Hospital Tycoon",4.99,2009,2,51,0,0
Unmechanical,9.99,2012,8,74,0,0
"Painkiller Hell & Damnation",19.99,2012,10,64,0,1
"Costume Quest 2",14.99,2014,10,68,0,0
"Aliens vs. Predator™",14.99,2010,2,68,17,1
Dex,19.99,2015,5,62,0,0
Sacrifice,9.99,2009,8,89,0,0
Oknytt,4.99,2014,4,61,0,0
"Fallout 3: Game of the Year Edition",19.99,2009,12,91,17,0
"Critical Mass",1.99,2011,6,81,0,0
"Champions Online",0,2011,6,72,0,1
"Prince of Persia: The Forgotten Sands™",9.99,2010,6,75,0,0
"Perils of Man",9.99,2015,4,61,0,0
"A Druid's Duel",7.99,2015,2,70,0,1
"IL-2 Sturmovik: Cliffs of Dover",9.99,2011,7,60,0,1
"Red Orchestra 2: Heroes of Stalingrad with Rising Storm",19.99,2011,9,76,17,1
Shad'O,9.99,2012,9,68,0,0
"We Are The Dwarves",14.99,2016,2,60,0,0
"12 is Better Than 6",9.99,2015,11,74,0,0
"Noitu Love 2: Devolution",4.99,2012,4,80,0,0
"Samurai Gunn",14.99,2013,12,78,0,0
"E.T. Armies",14.99,2016,3,55,16,1
Shiftlings,14.99,2015,3,70,0,0
"The Room",4.99,2014,7,73,0,0
Chaser,4.99,2010,7,66,0,1
"STAR WARS™ Starfighter™",5.99,2009,7,71,0,0
"Warhammer 40,000: Deathwatch - Enhanced Edition",24.99,2015,10,74,0,0
"Assassin's Creed® Revelations",19.99,2011,11,80,17,1
"Poker Night at the Inventory",4.99,2010,11,71,0,0
"Devil Daggers",4.99,2016,2,83,0,0
"Mount & Blade",9.99,2008,11,72,0,0
"JumpJet Rex",9.99,2015,4,76,0,0
"Dead Space",19.99,2009,1,86,0,0
Qora,9.99,2014,10,63,0,0
"UFO: Extraterrestrials Gold",9.99,2010,2,68,0,0
"HEX: Shards of Fate",0,2016,4,87,0,1
"Hatoful Boyfriend: Holiday Star",9.99,2015,12,54,0,0
"Aarklash: Legacy",19.99,2013,9,72,0,0
"Magicka 2",14.99,2015,5,69,0,1
Bedlam,12.99,2015,10,54,0,0
"ARMED SEVEN",4.99,2015,3,67,0,0
"Layers of Fear",19.99,2016,2,72,0,0
"Wings! Remastered Edition",14.99,2014,10,61,0,0
"Waking Mars",9.99,2012,12,79,0,0
"Legend of Kay Anniversary",19.99,2015,7,64,0,0
"The Chaos Engine",9.99,2013,8,40,0,0
Pulse,14.99,2015,10,57,0,0
Loadout,0,2014,1,72,17,1
"Arma 2",12.99,2009,6,77,17,1
"Worms Clan Wars",24.99,2013,8,73,0,1
"Kaptain Brawe: A Brawe New World",6.99,2011,1,69,0,0
"War of the Roses",0,2013,2,73,0,1
Hacknet,9.99,2015,8,82,0,0
"Poker Night 2",4.99,2013,4,75,17,0
Eidolon,15,2014,8,64,0,0
Sokobond,9.99,2014,7,82,0,0
"Worms Revolution",14.99,2012,10,73,0,1
"F1 2010™",9.99,2010,9,84,0,1
Dropsy,9.99,2015,9,80,0,0
"The Blue Flamingo",4.99,2014,11,55,0,0
"King Arthur's Gold",9.99,2013,11,81,0,1
"Rogue Trooper",9.99,2007,3,69,0,1
"Might & Magic X - Legacy",24.99,2014,1,70,0,0
"Sacred 3",14.99,2014,8,57,17,1
"Counter-Strike: Condition Zero",9.99,2004,3,65,0,1
"NEO Scavenger",14.99,2014,12,77,0,0
"Satellite Reign",29.99,2015,8,75,0,0
"Strike Suit Infinity",6.99,2013,4,66,0,0
"Five Nights at Freddy's",4.99,2014,8,78,0,0
"Odallus: The Dark Call",14.99,2015,7,80,0,0
"Crysis Warhead®",19.99,2008,9,84,17,0
"The Incredible Adventures of Van Helsing III",14.99,2015,5,64,0,1
RAGE,19.99,2011,10,79,17,1
"Rebuild 3: Gangs of Deadsville",14.99,2015,5,75,0,0
"Two Worlds Epic Edition",9.99,2009,4,65,17,1
"Naval War: Arctic Circle",19.99,2012,4,64,0,1
Achron,19.99,2011,8,54,0,1
Jazzpunk,14.99,2014,2,75,0,0
"The Guest",9.99,2016,3,71,0,0
"Dark Fall 2: Lights Out",4.99,2013,12,66,0,0
"To the Moon",9.99,2012,9,81,0,0
"Dead Synchronicity: Tomorrow Comes Today",19.99,2015,4,70,0,0
"Bionic Commando: Rearmed",9.99,2009,7,86,17,0
"Call of Duty®: Ghosts",59.99,2014,3,68,17,1
"Torchlight II",19.99,2012,9,88,0,1
"Beat Hazard",9.99,2010,4,70,0,1
"The Swindle",14.99,2015,7,70,0,0
"Lara Croft and the Guardian of Light",9.99,2010,9,82,0,1
"Fallen Earth Free2Play",0,2012,2,71,0,1
"Imperial Glory",4.99,2014,4,69,0,1
"FINAL FANTASY IX",20.99,2016,4,82,13,0
"Sinking Island",7.99,2014,12,68,0,0
RUSH,4.99,2010,12,73,0,0
Luckslinger,12.99,2015,7,76,0,0
"Cities XXL",29.99,2015,2,47,0,0
"Hunted: The Demon’s Forge™",19.99,2011,5,61,0,0
"Hand of Fate",24.99,2015,2,78,0,0
"The Book of Unwritten Tales 2",29.99,2015,2,80,0,0
RONIN,12.99,2015,6,70,0,0
Kyn,19.99,2015,7,58,0,0
"X3: Reunion",9.99,2006,7,71,0,0
"The Guild Gold Edition",9.99,2014,9,82,0,1
"Cold War",4.99,2014,1,64,0,0
"Oil Rush",7.99,2012,1,67,0,1
"Battlefield: Bad Company 2 Vietnam",14.99,2010,12,86,17,1
"Desktop Dungeons",14.99,2013,11,82,0,0
"A New Beginning - Final Cut",9.99,2012,12,72,0,0
"Bloodline Champions",0,2011,10,79,0,1
"Iron Storm",2.99,2014,5,69,0,1
"Guacamelee! Gold Edition",14.99,2013,8,88,0,0
"Chaos on Deponia",19.99,2012,11,78,0,0
"Overlord II",9.99,2009,6,79,0,0
"Valdis Story: Abyssal City",14.99,2013,10,83,0,0
"The Last Door - Collector's Edition",9.99,2014,5,79,0,0
Enclave,4.99,2013,10,71,17,0
"SiN Episodes: Emergence",9.99,2006,5,75,0,0
"Takedown: Red Sabre",4.99,2014,2,34,0,1
"The Cave",14.99,2013,1,68,0,0
"FORCED: Slightly Better Edition",14.99,2013,10,72,0,1
"Far Cry® 4",39.99,2014,11,80,17,1
Perimeter,3.99,2014,4,77,0,1
"Prince of Persia®",9.99,2008,12,82,0,0
"Assault Android Cactus",14.99,2015,9,79,0,0
"Arx Fatalis",4.99,2007,4,77,0,0
"ibb & obb",11.99,2014,5,83,0,1
Runers,9.99,2014,9,68,0,0
"Avadon 2: The Corruption",9.99,2013,10,82,0,0
"Fable - The Lost Chapters",9.99,2011,12,83,17,0
Zeit²,9.99,2011,1,72,0,0
"Two Brothers",0,2013,12,57,0,0
"Darkest Hour: A Hearts of Iron Game",9.99,2011,4,81,0,1
"The Settlers®: Heritage of Kings",9.99,2008,7,58,0,0
"Weird Worlds: Return to Infinite Space",4.99,2013,3,79,0,0
"Super Hexagon",2.99,2012,11,88,0,0
"MirrorMoon EP",9.99,2013,9,73,0,0
"Magic: The Gathering - Duels of the Planeswalkers 2012",19.99,2011,6,77,0,1
"Mars: War Logs",14.99,2013,4,59,0,0
Contagion,9.99,2013,10,62,0,1
"Kane and Lynch: Dead Men™",6.99,2007,12,67,17,1
"The Sun at Night",4.99,2014,8,59,0,0
FOTONICA,9.99,2014,11,71,0,1
"Monkey Island™ 2 Special Edition: LeChuck’s Revenge™",9.99,2010,7,87,0,0
"Team Fortress 2",0,2007,10,92,0,1
"Runaway: A Twist of Fate",9.99,2011,4,79,0,0
Tengami,9.99,2015,1,57,0,0
"Magic 2015 - Duels of the Planeswalkers",9.99,2014,7,60,0,1
"Nancy Drew®: Legend of the Crystal Skull",6.99,2009,7,79,0,0
"Fist Puncher",9.99,2013,6,73,0,0
"Ryse: Son of Rome",19.99,2014,10,61,16,1
"Might & Magic: Duel of Champions",0,2013,11,84,0,1
SPORE™,19.99,2008,12,84,0,0
"Lethis - Path of Progress",19.99,2015,6,65,0,0
"DG2: Defense Grid 2",14.99,2014,9,81,0,1
"Red Faction®: Armageddon™",19.99,2011,6,75,17,0
"LEGO® Star Wars™ III - The Clone Wars™",19.99,2011,3,76,0,0
F.E.A.R.,9.99,2010,5,88,17,0
"Alien Breed 3: Descent",9.99,2010,11,64,0,0
"Lead and Gold: Gangs of the Wild West",9.99,2010,4,70,17,1
"Rogue State",12.99,2015,10,66,0,0
"Tales of Monkey Island Complete Pack",19.99,2009,7,79,0,0
Tidalis,4.99,2010,7,75,0,1
"Safecracker: The Ultimate Puzzle Adventure",4.99,2007,8,69,0,0
"Wolfenstein: The Old Blood",19.99,2015,5,76,17,0
"Bad Mojo Redux",5.99,2014,7,74,0,0
"King's Bounty: Crossworlds",14.99,2010,9,78,0,0
"Slender: The Arrival",9.99,2013,10,65,0,0
"Echelon: Wind Warriors",3.99,2014,8,63,0,0
"Order of War™",7.99,2009,9,69,0,0
"ENSLAVED™: Odyssey to the West™ Premium Edition",19.99,2013,10,70,0,0
"Call of Cthulhu®: Dark Corners of the Earth",9.99,2009,6,76,17,0
"Avadon: The Black Fortress",9.99,2011,8,75,0,0
"Jack Keane",9.99,2008,6,69,0,0
"B-17 Flying Fortress: The Mighty 8th",6.99,2014,10,82,0,0
"Avencast: Rise of the Mage",9.99,2010,3,68,0,0
"Might & Magic: Clash of Heroes",9.99,2011,9,76,0,1
Clandestine,24.99,2015,11,69,0,0
Spate,4.99,2014,3,61,0,0
"Elven Legacy: Ranger",1.99,2009,10,68,0,1
"A Golden Wake",9.99,2014,10,68,0,0
"Act of War: High Treason",2.99,2008,3,74,0,1
Continue?9876543210,9.99,2014,1,62,0,0
"Pinball FX2",0,2013,5,84,0,0
"The Baconing",14.99,2011,8,63,0,0
"Highland Warriors",7.99,2016,3,58,0,0
SpaceChem,9.99,2011,3,84,0,0
GUN™,19.99,2006,10,76,17,0
Technobabylon,14.99,2015,5,82,0,0
Bravada,9.99,2014,8,70,0,0
"Sid Meier's Civilization® IV",19.99,2006,10,94,0,1
"Bound By Flame",29.99,2014,5,56,0,0
"The Witcher: Enhanced Edition Director's Cut",9.99,2008,9,86,0,0
"Guild Wars Nightfall<sup>®</sup>",19.99,2009,4,84,0,1
"Supreme Commander 2",12.99,2010,3,77,0,1
"Warrior Kings",9.99,2014,4,73,0,0
Darkout,14.99,2013,12,55,0,0
"Rocko's Quest",4.99,2014,4,41,0,0
"Rocket League™",19.99,2015,7,86,0,1
Vindictus,0,2012,6,76,0,1
"Nancy Drew®: Curse of Blackmoor Manor",6.99,2009,10,81,0,0
Paperbound,9.99,2015,3,68,0,0
"Five Nights at Freddy's 2",7.99,2014,11,62,0,0
"Superfrog HD",9.99,2013,9,56,0,0
La-Mulana,14.99,2013,4,80,0,0
"Unreal Tournament: Game of the Year Edition",9.99,2008,3,92,17,1
Sym,7.99,2015,5,61,0,0
"Natural Selection 2",9.99,2012,10,80,0,1
"Serious Sam HD: The First Encounter",29.99,2009,11,68,17,1
"Dungeon Siege III",14.99,2011,6,72,0,1
"Frozen Synapse Prime",24.99,2014,11,83,0,1
"Kerbal Space Program",39.99,2015,4,88,0,0
"Animal Gods",9.99,2015,10,50,0,0
"Assassin's Creed® Syndicate",59.99,2015,11,74,17,0
"Blade Symphony",9.99,2014,5,72,0,1
BlazeRush,9.99,2014,10,66,0,1
"Tomb Raider: Anniversary",8.99,2007,6,83,0,0
"STAR WARS™ - Knights of the Old Republic™",9.99,2009,9,93,0,0
Lumini,12.99,2015,9,69,0,0
"LA Cops",14.99,2015,3,45,0,0
Awesomenauts,9.99,2012,8,78,0,1
"Recettear: An Item Shop's Tale",19.99,2010,9,82,0,0
"Pneuma: Breath of Life",19.99,2015,2,63,0,0
"Ittle Dew",9.99,2013,7,67,10,0
"Alan Wake",29.99,2012,2,83,0,0
Verdun,24.99,2015,4,70,0,1
"Alone in the Dark: The New Nightmare",6.99,2013,10,66,17,0
"Rain Blood Chronicles: Mirage",9.99,2013,11,68,0,0
"Human Resource Machine",9.99,2015,10,78,0,0
"Supreme Commander: Forged Alliance",14.99,2011,9,81,0,1
"Crazy Machines 1.5",9.99,2008,12,78,0,0
"El Matador",4.99,2014,4,54,0,0
"Toybox Turbos",14.99,2014,11,69,0,1
"Schrödinger’s Cat And The Raiders Of The Lost Quark",9.99,2014,9,59,0,0
"Tom Clancy's Ghost Recon® Island Thunder™",4.99,2008,7,82,0,0
"Defenders of Ardania",9.99,2012,3,58,0,1
"SiN Episodes: Emergence",9.99,2006,5,75,0,0
"PixelJunk™ Nom Nom Galaxy",9.99,2015,8,68,0,1
"Pro Evolution Soccer 2016",49.99,2015,9,76,0,1
"Anna's Quest",19.99,2015,7,74,0,0
Gateways,4.99,2012,9,72,0,0
Prospekt,9.99,2016,2,43,0,0
"Shadowrun: Hong Kong - Extended Edition",19.99,2015,8,81,0,0
"Spec Ops: The Line",29.99,2012,6,76,17,1
"Return to Castle Wolfenstein",9.99,2007,8,88,0,1
"Wasteland 2: Director's Cut",39.99,2014,9,87,17,0
"Death to Spies",4.99,2008,3,69,0,0
"Elite Dangerous",29.99,2015,4,80,0,1
"Papo & Yo",14.99,2013,4,70,0,0
"Puzzle Agent",4.99,2010,7,70,0,0
"LEGO Batman",19.99,2008,9,80,0,0
"Hack 'n' Slash",13.37,2014,9,73,0,0
"Dustforce DX",9.99,2012,1,79,0,0
"X3: Terran Conflict",15.99,2008,10,73,0,0
"LEGO® Star Wars™ - The Complete Saga",19.99,2009,11,77,0,0
"Day of the Tentacle Remastered",14.99,2016,3,86,0,0
DarkMaus,9.99,2016,1,83,0,0
"The Old City: Leviathan",9.99,2014,12,62,0,0
"You Must Build A Boat",4.99,2015,6,71,0,0
"The Elder Scrolls III: Morrowind® Game of the Year Edition",19.99,2009,6,89,0,0
"Enemy Front",29.99,2014,6,52,0,1
Torchlight,14.99,2009,10,83,0,0
"Tron 2.0",9.99,2014,10,84,0,0
"Train Fever",29.99,2014,9,67,0,0
Tryst,14.99,2012,9,50,0,1
"Black Mirror III",9.99,2014,4,75,0,0
"Nancy Drew®: The White Wolf of Icicle Creek",6.99,2009,7,73,0,0
"Of Orcs And Men",29.99,2012,10,69,0,0
"March of the Eagles",19.99,2013,2,71,0,1
StarDrive,29.99,2013,4,61,0,0
"Sorcery! Parts 1 and 2",9.99,2016,2,69,0,0
Closure,9.99,2012,9,78,0,0
"Port Royale 2",4.99,2009,6,75,0,0
"The Misadventures of P.B. Winterbottom",4.99,2010,4,79,0,0
"Hydrophobia: Prophecy",4.99,2011,5,64,17,0
"Dying Light: The Following - Enhanced Edition",59.99,2015,1,87,0,1
"Sid Meier's Railroads!",9.99,2007,5,77,0,1
"Guild of Dungeoneering",14.99,2015,7,72,0,0
Defiance,0,2014,6,64,17,1
"Magicka: Wizard Wars",0,2015,4,69,0,1
"Gemini Rue",9.99,2011,10,82,0,0
"Anna - Extended Edition",9.99,2013,4,75,0,0
"Legions of Steel",19.99,2015,7,64,0,1
"Resident Evil / biohazard HD REMASTER",19.99,2015,1,82,17,0
"Nikopol: Secrets of the Immortals",4.99,2009,7,68,0,0
"Kraven Manor",5.99,2014,9,58,0,0
LISA,9.99,2014,12,78,0,0
"Prime World",0,2014,3,65,0,1
WAKFU,0,2014,9,76,0,1
RoboBlitz,9.99,2006,11,80,0,0
Bastion,14.99,2011,8,86,0,0
Fly'N,9.99,2012,11,80,0,0
Deadlight,14.99,2012,10,78,17,0
"Mass Effect",19.99,2008,12,89,17,0
"Sid Meier's Civilization® III Complete",4.99,2006,10,90,0,1
"Tom Clancy's Rainbow Six® Vegas",9.99,2008,4,85,17,1
"Grand Theft Auto IV",19.99,2008,12,90,17,1
"F1 2014",29.99,2014,10,61,0,1
"Crypt of the NecroDancer",14.99,2015,4,87,0,0
"Worlds of Magic",39.99,2015,3,52,0,1
"Orcs Must Die! 2",14.99,2012,7,83,0,0
OlliOlli,12.99,2014,7,78,0,0
Etherlords,4.99,2014,2,77,0,1
"SteamWorld Dig",9.99,2013,12,76,0,0
"Majestic Nights",4.99,2014,10,32,0,0
Nexuiz,9.99,2012,5,54,0,1
Downfall,13.99,2016,2,74,18,0
"Silent Hunter 5®: Battle of the Atlantic",9.99,2010,3,62,0,1
Horizon,29.99,2014,2,58,0,0
"Far Cry® Primal",59.99,2016,2,74,17,0
